unit_id,t0,t1,t2,t3,t4,y0,y1,y2,y3,y4,r,y2hat,y3hat,y4hat,RSTN,RCVY,ADPT
U057,6,18,36,54,74,14931.41,14691.995,12004.013,14651.883,14208.4807,-19.95124999999992,14332.872500000001,11644.890500000001,14252.858000000002,-0.8663969848012377,0.893312468528259,-0.10008360353566491
U058,13,25,43,61,74,12691.035,11895.171,7958.713,12381.9,10706.072999999999,-66.32199999999996,10701.375,6764.917,11519.714,-0.696733459368803,0.8247196099007177,-0.485516106376136
U059,14,26,44,62,74,21494.984,22586.012,19610.447,21612.636,21293.7084,90.91899999999987,24222.553999999996,21246.988999999998,22703.663999999997,-0.7380966669755336,0.18262361844960748,-0.5637604340948097
U060,12,24,44,61,74,24885.574,25510.983,19147.091,24526.309,24224.0317,52.117416666666635,26553.33133333333,20033.087083333332,25203.83541666667,-0.8766245612778089,0.8352927724190893,-0.591194051782562
U061,13,25,31,60,74,9954.497,10006.573,7627.747,9754.139,8384.7772,4.339666666666744,10032.611,7753.597333333336,9814.894333333334,-0.9892887496081699,0.9408150833273754,-0.9592484704817356
U062,11,23,40,60,74,26857.857,26273.318,22156.143,25049.2,23593.9625,-48.71158333333339,25445.22108333333,21181.911333333333,24367.237833333333,-0.79886769042689,0.7987756738396431,-0.5313739738931491
U063,13,25,44,60,74,15921.666,15879.198,12331.677,14764.769,13379.920300000002,-3.5389999999999113,15811.957000000002,12275.053000000002,14715.223000000002,-0.9810456372210345,0.9777625925838662,-0.964222806433657
U064,8,20,46,64,74,12879.043,13504.758,9645.698,10969.652,10532.7148,52.14291666666668,14860.473833333333,10584.2705,11491.081166666667,-0.793665999119802,0.29108375366515726,-0.6476343150650589
U065,10,22,44,58,74,27208.725,26982.223,14530.488,25045.05,24092.0029,-18.8751666666664,26566.96933333334,14266.23566666667,24743.047333333336,-0.9666509392733896,0.9760707472561972,-0.683118844108897
U066,6,18,43,64,74,20171.374,20079.712,14490.434,18409.452,19176.9766,-7.638500000000022,19888.749499999998,14330.0255,18333.067000000003,-0.9658341381480754,0.9621663343031039,0.916999404321183
U067,8,20,50,63,74,19347.045,20310.464,14778.812,19775.204,22021.641899999995,80.2849166666668,22719.011500000004,15822.515916666669,20658.338083333336,-0.7672619206943602,0.7911084805462284,0.6068735826913636
U068,8,20,35,64,74,17885.607,18304.578,11806.191,18625.365,17570.417800000003,34.914250000000116,18828.291750000004,12818.704250000004,18974.507500000003,-0.9305954645452784,0.85151966352523,-0.8008578099352719
U069,12,24,43,62,74,21161.413,22046.399,14066.78,21962.053,21413.4417,73.7488333333334,23447.626833333336,15468.007833333335,22847.039,-0.8700409822178935,0.8225231941525855,-0.618307437994572
U070,6,18,34,54,74,44849.492,44356.046,40730.279,43585.721,40437.3255,-41.12049999999969,43698.11800000001,39907.869000000006,42763.311,-0.8185410149080201,0.817252862166692,-0.7387844062158021
U071,8,20,48,56,74,19429.589,19611.029,13501.67,17892.446,20463.6895,15.11999999999989,20034.388999999996,13622.63,18164.606,-0.9391381265221402,0.9724513388977258,0.8941523819117093
U072,7,19,34,64,74,37125.205,37640.486,28853.175,41600.763,42914.7788,42.94008333333295,38284.58724999999,30141.377499999988,42030.163833333325,-0.9360726130732698,0.8989453926499673,0.6732148629161647
U073,14,26,46,53,74,15853.977,15790.94,13136.718,15168.239,14028.7081,-5.253083333333355,15685.878333333334,13099.946416666668,15057.92425,-0.9604171517428962,0.9825318468122707,-0.9031928401415007
U074,8,20,51,56,74,31231.967,31809.355,24445.333,28313.173,31704.3722,48.115666666666584,33300.94066666666,24685.91133333333,29179.254999999997,-0.8558463518931707,0.9378003398968595,0.7446089277209084
U075,11,23,37,60,74,18220.811,18085.975,14532.037,17605.011,17314.3204,-11.236333333333581,17928.666333333327,14273.601333333329,17447.702333333327,-0.955736800510681,0.9280092475664677,-0.4588450171189836
U076,6,18,46,62,74,17460.043,17716.931,13538.58,16466.492,16731.972500000003,21.407333333333252,18316.336333333333,13881.097333333331,16723.379999999997,-0.8885275596140096,0.8830165205329492,0.03236584231235796
U077,8,20,37,52,74,15582.154,16732.357,11749.173,14411.063,12785.9124,95.85024999999996,18361.81125,13186.92675,16519.7685,-0.802300902349737,0.45987484456532757,-0.6390786020980935
U078,6,18,34,52,74,15181.337,15720.035,12038.163,15981.628,14097.7413,44.89150000000003,16438.299,12846.210000000001,16969.241,-0.8596702094404503,0.7950921334410219,-0.7440828820573184
U079,6,18,47,64,74,29870.171,29966.201,20053.131,23344.53,23266.409000000003,8.002500000000206,30198.273500000007,20189.173500000004,23424.555,-0.9776363407715841,0.9586672718804364,-0.664001914590769
U080,10,22,51,57,74,19170.201,20703.396,13321.136,17022.52,16483.298499999997,127.76624999999997,24408.61725,14087.7335,19194.54625,-0.749523709410096,0.7928889572116808,-0.5552110633153089
U081,12,24,44,61,74,20209.856,19417.3,11611.002,19977.479,18746.613400000002,-66.04633333333338,18096.373333333333,10488.214333333333,19118.876666666667,-0.8307870559557595,0.8941969346363005,-0.3024402230971975
U082,7,19,37,56,74,24189.503,24916.64,18846.247,23403.507,22888.748700000004,60.5947499999999,26007.345499999996,19997.547249999996,24494.2125,-0.8678221756115393,0.747370075440068,-0.5954610491262544
U083,8,20,40,56,74,18226.875,18686.002,8741.181,17810.94,16419.488,38.260583333333365,19451.213666666667,9353.350333333334,18499.6305,-0.9333163073099998,0.932504344014727,-0.7512704811016045
U084,13,25,44,62,74,15402.372,16040.015,12450.106,15763.648,15613.7585,53.13691666666667,17049.616416666668,13406.5705,16401.290999999997,-0.8200069018651228,0.7113468004932485,-0.5525863305957757
U085,6,18,46,64,74,17647.901,17298.093,13714.971,17494.233,16756.4125,-29.15066666666674,16481.874333333333,13190.258999999998,17202.726333333332,-0.7722046118812959,0.8913344127160058,-0.6049084205891984
U086,6,18,34,63,74,10040.743,10035.647,6362.019,8660.657,7889.555,-0.42466666666662906,10028.852333333334,6349.703666666668,8655.985666666666,-0.998150420601469,0.9946991350978784,-0.9939420033493187
U087,6,18,45,63,74,25465.999,25729.298,17853.563,26571.252,24979.872600000002,21.941583333333256,26321.720749999997,18248.511499999997,26812.609416666666,-0.934615364876456,0.9546957341561509,-0.8836323765874542
U088,14,26,51,63,74,16186.484,16413.132,13130.876,17367.745,17856.3356,18.88733333333342,16885.315333333336,13357.524000000001,17575.505666666668,-0.8882835373365084,0.9465057805657902,0.5747755551034567
U089,10,22,48,56,74,18356.579,19355.078,16361.673,18987.597,17362.8839,83.20824999999998,21518.4925,17027.339,20485.345500000003,-0.7044610185958537,0.7465021836123212,-0.6758267551512429
U090,11,23,42,61,74,16858.217,18015.954,9099.33,14772.699,13469.703700000002,96.47808333333342,19849.03758333334,10932.413583333335,16026.914083333335,-0.8543182065844505,0.6768968168061456,-0.6709328060322206
U091,10,22,39,58,74,34065.425,35019.684,30062.115,33799.35,33567.2752,79.52158333333318,36371.55091666667,31573.025083333334,35071.69533333333,-0.8235460800759802,0.5957144564542145,-0.5417886931370177
U092,13,25,35,64,74,26246.803,25240.03,16274.359,23653.688,23511.339500000002,-83.89775000000009,24401.052499999998,13841.324249999998,22814.710499999997,-0.9064233452242447,0.8013102840221981,0.4536507236717232
U093,12,24,44,60,74,13087.602,13892.249,12067.432,13259.46,12642.6047,67.05391666666658,15233.32733333333,13140.294666666667,14198.214833333332,-0.7024437166669343,0.09996856897097435,-0.6236497682262455
U094,6,18,47,53,74,12653.853,11643.367,7315.409,11923.136,10698.3804,-84.20716666666658,9201.359166666669,6810.166,10154.785500000002,-0.43575981251820584,0.9100705153044216,0.23512445406366386
U095,11,23,37,57,74,13822.002,14282.008,9679.566,13422.756,13159.6263,38.33383333333328,14818.681666666665,10446.242666666667,14074.431166666665,-0.9054451046104132,0.7951809374713369,-0.5839875690723241
U096,13,25,42,60,74,17864.147,17543.506,12042.301,18597.682,17460.5208,-26.720083333333303,17089.264583333334,11561.3395,18223.600833333334,-0.9174287421271036,0.936019416003397,-0.6710394562647177
U097,6,18,35,64,74,17617.498,17237.415,9933.825,15773.926,15658.394899999996,-31.673583333333227,16698.964083333336,9015.291083333337,15457.190166666667,-0.9262758565764693,0.8803551235347982,0.38847069776409504
U098,12,24,41,60,74,18327.14,20071.278,9573.329,19174.888,17433.966200000003,145.34483333333324,22542.140166666664,12334.88083333333,21209.715666666663,-0.8399666810739951,0.7123850581626034,-0.6498062722558929
U099,8,20,38,57,74,14200.995,14093.472,10063.481,13248.305,13038.137399999998,-8.960250000000087,13932.187499999998,9893.236249999998,13095.980749999999,-0.9599789428810135,0.9517079119346403,-0.2752248681528472
U100,13,25,48,63,74,15765.56,15741.923,12114.888,15836.375,15550.342399999998,-1.9697499999999006,15696.618750000003,12085.341750000003,15814.707750000001,-0.98750928788942,0.9921847298806975,-0.9242490191677507
U101,9,21,43,58,74,16214.151,16864.996,11690.169,13818.729,12316.322600000003,54.23708333333328,18058.21183333333,12503.72525,14686.522333333332,-0.8421934910660378,0.617790313639268,-0.7319965437027081
U102,7,19,41,57,74,30095.877,31008.175,26755.939,29145.795,27821.279599999998,76.02483333333323,32680.72133333333,27972.33633333333,30438.21716666666,-0.7798507334990467,0.49101647407486865,-0.6694031107839042
U103,6,18,36,64,74,32534.157,33022.436,23111.69,31118.629,31629.862899999996,40.68991666666685,33754.8545,24251.007666666672,31525.52816666667,-0.9356148603548495,0.8577087115729652,0.20408414491552057
U104,11,23,41,59,74,12419.327,12121.591,9689.387,12461.017,12520.256399999998,-24.81133333333325,11674.987000000001,9242.783000000003,12088.847000000002,-0.8163788892708015,0.8781381332544581,0.5368597054628322
U105,7,19,33,64,74,17915.221,18375.637,11826.148,18314.058,17004.3466,38.36799999999979,18912.788999999997,13015.555999999993,18697.737999999998,-0.9295426830188073,0.8166731659347936,-0.8152783770456817
U106,13,25,45,63,74,17144.06,16848.873,11271.998,17344.404,16649.460700000003,-24.59891666666681,16356.894666666663,10829.217499999997,17073.815916666663,-0.9117824349060475,0.9363635240006165,-0.6106328626618349
U107,6,18,36,58,74,23570.195,22923.76,13550.298,22261.964,22966.325,-53.869583333333445,21954.1075,12365.167166666664,21400.050666666666,-0.8965534292452457,0.8930573390315395,0.6450384189140791
U108,6,18,48,64,74,16312.788,17666.036,12176.921,18158.228,16707.487699999998,112.77066666666663,21049.156,13981.251666666667,19285.934666666664,-0.7239476131046387,0.6983383954933818,-0.6957204751243945
U109,10,22,45,62,74,29905.367,30868.78,19447.345,28944.729,29159.4124,80.2844166666667,32715.321583333334,20812.180083333336,29908.142,-0.8778299405266077,0.8562935769119859,-0.4373056309678873
U110,7,19,32,63,74,27086.072,26880.59,18507.313,26968.176,27287.469699999998,-17.123499999999996,26657.9845,17976.4845,26779.8175,-0.9734147693907652,0.944255459689242,0.7293741317482623
U111,11,23,32,62,74,20804.8,21308.014,16451.27,20454.406,20530.7078,41.93449999999999,21685.4245,17709.305,20957.62,-0.9327441631701671,0.6857376316967497,-0.4589830928319183
U112,9,21,36,57,74,15570.591,15407.552,11174.861,15397.316,15419.358400000001,-13.586583333333389,15203.753249999998,10889.54275,15166.344083333333,-0.9518512572734457,0.9404730224741171,0.5227717220882386
U113,8,20,38,56,74,31092.83,31640.767,17437.101,30700.054,30349.344099999995,45.661416666666504,32462.672499999997,18259.006499999996,31521.959499999997,-0.9481365077860661,0.9380299771853223,-0.5879183316655157
U114,12,24,43,63,74,11842.519,12694.162,9436.202,13131.628,11450.481899999999,70.97025000000001,14042.59675,10855.607,13912.30075,-0.773556111052382,0.6159021990969377,-0.7592367702664212
U115,8,20,39,55,74,21171.612,21459.398,17975.008,20807.743,20766.7866,23.98216666666667,21915.059166666666,18358.72266666667,21263.404166666667,-0.8963396300501014,0.8645426887207356,-0.5215044180691908
U116,10,22,48,60,74,10077.216,11213.972,8038.102,10428.861,10840.6315,94.72966666666662,13676.943333333333,9174.858,11755.076333333334,-0.6959974965273203,0.5245208739149367,-0.40811402234802713
U117,14,26,44,64,74,15288.814,14718.421,9225.931,15223.848,14447.9359,-47.53275,13862.8315,8275.276,14748.5205,-0.8442255698235227,0.8796521482418469,-0.387395170148784
U118,7,19,38,55,74,10502.818,9934.417,5454.921,9365.414,8721.2194,-47.36674999999999,9034.44875,4649.686250000001,8465.44575,-0.7990916277188327,0.8541495708402295,0.22130689386618188
U119,7,19,38,57,74,7998.014,7629.18,3982.585,7646.773,6567.207899999999,-30.73616666666665,7045.192833333334,3398.5978333333337,7124.258166666667,-0.8398541196193529,0.8791457889073402,-0.5159950675199371
U120,13,25,42,60,74,25918.909,25879.882,22030.757,24985.472,24422.1349,-3.252249999999852,25824.593750000004,21972.216500000002,24939.940500000004,-0.9856361510732965,0.9809425821245945,-0.9191753924959012
U121,12,24,50,57,74,17901.074,18481.61,14312.927,17762.352,16587.9112,48.37800000000001,19739.438000000002,14651.573,18584.778,-0.8118246246936308,0.9018253766932168,-0.7082864184947375
U122,6,18,38,63,74,31103.643,31276.754,19863.754,31331.703,30874.883699999995,14.425916666666732,31565.272333333334,20224.40191666667,31490.388083333335,-0.9759368264372836,0.9685516637136538,-0.7950306867173441
U123,10,22,39,58,74,24904.137,25564.366,14242.623,24666.873,24057.8911,55.01908333333358,26499.69041666667,15287.985583333339,25547.178333333337,-0.9291012252756641,0.8997181971524725,-0.6284992847645237
U124,6,18,46,63,74,16366.249,15751.439,12266.956,15733.518,14877.6149,-51.234166666666624,14316.882333333335,11395.975166666667,15169.942166666668,-0.5883014304656773,0.8327777909684069,-0.34154247912721347
U125,8,20,40,58,74,19926.437,19364.733,11499.154,17832.575,18580.3315,-46.808666666666795,18428.559666666664,10656.597999999998,17083.636333333332,-0.8809784590132098,0.8949239218694989,0.6664911903491535
U126,7,19,34,64,74,16119.491,16804.627,11241.947,16982.196,16207.924200000003,57.094666666666704,17661.047000000002,12954.787,17553.142666666667,-0.8822874516185782,0.7016087629648121,-0.7020368147115499
U127,6,18,46,64,74,10478.488,11061.671,6975.649,11002.265,9858.161199999999,48.59858333333341,12422.431333333336,7850.423500000002,11488.250833333334,-0.8001099075006408,0.7827519435675014,-0.7703362469870324
U128,7,19,50,56,74,12806.966,12842.587,6541.794,10357.264,9543.172900000001,2.9684166666665988,12934.607916666664,6559.6044999999995,10410.695499999998,-0.9858098287725604,0.99533202986788,-0.9419824505911869
U129,9,21,50,56,74,33939.777,33419.356,24252.4,30924.987,30847.072799999994,-43.36841666666684,32161.671916666663,23992.1895,30144.355499999998,-0.8628024304541947,0.9638245223695009,0.4737370603596381
U130,13,25,37,61,74,20826.016,21560.602,14007.802,20139.504,18998.279899999998,61.21549999999994,22295.188,15476.973999999998,20935.3055,-0.9185781113042693,0.7603973578624665,-0.708799177232984
U131,7,19,50,54,74,11425.072,11827.855,8321.519,9393.605,9451.3227,33.565249999999956,12868.377749999998,8455.78,10064.909999999998,-0.8137727395202925,0.8747665765619544,-0.4775398685166059
U132,10,22,41,59,74,25239.207,24989.181,13205.526,24602.951,24093.9184,-20.835499999999836,24593.306500000002,12830.487000000003,24290.418500000003,-0.9664047784834164,0.9691262475917892,-0.3860265531127159
U133,8,20,39,56,74,21587.335,23110.468,16980.751,21505.059,21669.829299999998,126.92775000000013,25522.095250000002,19138.522750000004,23789.758500000004,-0.7798198187587724,0.5230714288240317,-0.4812957786884515
U134,6,18,36,62,74,20595.047,21107.031,17496.352,20013.572,19694.731600000003,42.665333333333365,21875.006999999998,18605.65066666667,20525.556,-0.8507808311884029,0.5593159649666423,-0.6187214795498739
U135,6,18,35,64,74,16734.898,17542.545,9886.193,16476.374,17370.769999999997,67.30391666666644,18686.711583333326,11838.006583333326,17149.413166666665,-0.8849469275137606,0.703830049078572,0.2474930940358993
U136,7,19,48,53,74,12877.819,14688.266,7787.694,11600.194,10324.641,150.87058333333334,19063.512916666667,8542.046916666666,14768.47625,-0.7204505454607218,0.8021369398907106,-0.5837843740588607
U137,8,20,47,57,74,25118.748,26015.421,16410.126,23912.915,23580.615400000002,74.7227499999999,28032.935249999995,17157.353499999997,25183.20175,-0.8520919060314077,0.9004067020943816,-0.5578340198876168
U138,7,19,35,63,74,49619.576,49776.54,42051.499,49680.333,50329.1736,13.080333333333328,49985.825333333334,42417.74833333334,49824.21666666667,-0.9743006737182744,0.9519914401947488,0.7782449700794498
U139,7,19,51,61,74,37896.735,38689.217,29869.703,36269.98,37067.4668,66.04016666666637,40802.50233333332,30530.104666666666,37128.502166666665,-0.8380138265748904,0.8968167054852993,-0.06637471224384929
U140,6,18,36,63,74,10374.411,10015.938,5839.727,10768.702,9849.0132,-29.872749999999996,9478.228500000001,5033.1627499999995,10440.10175,-0.8712446521499994,0.8767117869657671,-0.6427049562852135
